age,gender,ethnicity,years_experience,university_tier,skills_score,interview_score,hired
32,female,group_c,8.2,3,88.46,62.28,0
36,non-binary,group_a,6.7,3,85.94,64.46,0
24,male,group_a,4.7,1,58.1,58.99,0
28,male,group_a,3.7,2,73.51,62.57,1
22,female,group_a,4.9,2,73.14,71.91,0
31,female,group_c,4.3,3,72.79,69.63,0
30,female,group_a,6.6,2,43.98,54.27,1
25,male,group_a,6.5,1,79.93,74.91,1
54,female,group_a,5.7,1,51.41,57.31,0
30,male,group_a,6.0,2,95.22,74.24,1
45,non-binary,group_a,6.5,1,77.57,69.14,1
43,male,group_a,10.5,3,68.88,42.64,1
25,male,group_a,9.4,1,77.33,54.4,1
40,female,group_a,4.3,2,71.68,80.82,0
42,male,group_a,7.2,1,63.88,59.63,1
40,female,group_b,5.0,1,68.98,59.46,0
43,female,group_b,5.7,2,74.08,62.41,1
39,female,group_b,5.3,2,60.77,69.7,0
50,male,group_c,4.2,2,78.33,75.86,1
53,female,group_b,2.0,2,83.0,64.28,0
45,male,group_a,0.0,1,82.51,90.68,1
50,non-binary,group_a,6.5,3,83.75,60.62,0
34,female,group_a,9.4,2,85.15,62.02,0
30,male,group_a,3.3,2,78.29,65.77,1
51,male,group_a,7.4,1,85.3,70.44,1
40,female,group_a,4.8,2,70.86,87.68,1
54,male,group_a,6.8,2,74.89,99.5,1
53,male,group_a,3.6,2,86.61,63.69,0
36,male,group_b,5.3,2,92.64,65.98,0
30,male,group_a,5.6,1,66.1,76.67,1
28,male,group_a,0.0,1,53.35,66.62,1
45,female,group_a,6.6,3,95.06,79.71,1
24,female,group_a,5.5,2,83.62,54.07,0
43,female,group_b,0.0,1,91.39,79.61,0
31,male,group_a,7.8,2,80.7,39.12,0
44,male,group_a,5.8,1,73.01,75.25,0
31,male,group_a,6.5,2,62.83,77.16,0
40,non-binary,group_a,7.0,2,59.06,100.0,1
54,male,group_c,4.7,1,87.1,56.06,1
46,female,group_a,2.8,3,81.67,77.5,0
25,female,group_a,4.6,3,73.93,76.89,1
34,male,group_a,4.7,2,57.28,55.62,1
39,male,group_a,12.4,1,64.15,71.65,0
52,female,group_a,11.3,3,63.02,56.91,1
39,male,group_b,4.5,1,66.72,52.62,1
40,female,group_a,4.7,1,36.67,48.0,0
32,male,group_b,6.9,3,72.87,65.25,1
33,male,group_a,7.6,1,88.43,54.09,1
36,male,group_b,3.9,3,63.89,40.39,1
43,female,group_a,3.0,3,70.55,71.99,1
46,male,group_a,11.5,1,73.45,45.19,1
44,female,group_a,9.0,3,58.6,77.43,0
29,female,group_b,1.4,2,75.26,71.38,0
52,non-binary,group_a,0.8,2,60.76,57.05,0
44,male,group_a,3.5,2,65.12,46.84,1
42,male,group_a,6.6,1,73.19,55.89,1
50,male,group_a,7.5,2,69.6,49.96,0
39,non-binary,group_a,4.9,1,71.37,62.98,0
49,female,group_a,1.2,1,59.51,63.14,1
33,male,group_b,6.6,1,78.74,100.0,1
53,female,group_b,7.7,1,57.58,39.9,1
36,female,group_a,5.9,1,80.12,60.1,0
43,non-binary,group_a,4.5,1,64.63,75.56,0
31,female,group_a,7.6,2,56.39,81.9,0
42,female,group_a,5.8,2,69.22,86.12,0
42,female,group_a,2.7,3,57.9,54.81,0
25,male,group_c,6.2,2,64.05,78.89,1
50,male,group_a,2.1,1,68.49,29.16,1
47,female,group_c,8.7,1,79.4,65.0,1
41,male,group_a,7.3,2,79.56,79.58,1
45,male,group_a,3.0,3,75.85,77.63,1
28,non-binary,group_a,6.5,2,66.94,48.97,0
45,female,group_a,9.6,1,52.43,56.8,1
23,female,group_c,0.0,3,67.63,38.83,0
28,non-binary,group_b,5.5,3,66.5,57.92,0
50,male,group_c,10.7,1,68.74,49.34,0
54,non-binary,group_a,1.4,2,64.08,71.69,0
31,female,group_a,5.4,1,64.13,57.71,0
47,male,group_b,1.8,2,79.67,76.1,0
44,male,group_c,5.7,2,54.64,66.46,0
47,male,group_a,0.0,2,70.36,63.43,1
53,female,group_b,1.2,2,85.0,91.9,1
32,male,group_a,4.3,1,61.24,83.81,1
53,male,group_b,6.3,3,58.7,50.01,0
39,female,group_a,7.0,1,67.63,86.74,0
40,female,group_c,7.2,2,66.24,78.31,0
37,female,group_c,9.3,3,73.32,85.99,1
52,female,group_a,8.0,1,86.11,74.09,0
53,male,group_a,8.1,1,68.77,43.54,1
35,male,group_a,3.0,1,76.79,62.85,1
26,male,group_a,5.5,3,63.45,34.9,1
53,male,group_a,15.2,3,64.53,48.92,1
26,female,group_a,12.6,2,73.68,58.47,0
44,female,group_a,8.3,3,62.39,85.23,1
34,female,group_a,8.1,3,84.3,68.51,0
24,female,group_a,8.8,3,65.5,70.9,0
53,male,group_c,4.7,1,68.34,78.0,1
48,male,group_a,11.7,2,58.03,55.61,1
33,female,group_c,4.8,2,65.14,82.98,0
27,male,group_a,5.7,1,58.5,70.95,0
42,female,group_a,12.3,2,64.51,54.84,0
54,male,group_c,0.0,3,49.41,60.11,1
30,non-binary,group_a,7.0,2,70.11,64.61,0
23,male,group_a,0.8,1,90.71,76.2,0
27,male,group_a,4.0,1,48.22,87.33,1
46,female,group_c,5.6,3,90.62,63.72,1
52,female,group_a,4.9,2,68.8,64.87,0
27,non-binary,group_a,6.4,3,80.62,92.48,1
22,female,group_a,3.6,2,58.38,100.0,0
39,male,group_a,5.6,1,94.05,92.52,0
39,male,group_b,2.4,1,57.56,70.55,1
34,female,group_a,4.8,2,69.31,63.02,1
28,non-binary,group_b,1.8,3,88.5,77.24,0
50,male,group_c,7.8,2,55.19,72.07,1
49,female,group_a,2.1,2,42.73,57.1,1
31,male,group_a,8.0,2,69.35,86.48,0
28,male,group_a,4.7,1,61.15,100.0,1
45,female,group_a,5.0,2,58.74,56.41,0
35,female,group_a,9.4,2,59.42,57.13,0
53,non-binary,group_a,6.2,1,52.92,60.98,0
50,female,group_a,0.3,2,86.71,50.63,0
24,male,group_b,7.4,1,84.57,79.03,1
31,female,group_a,0.0,2,54.09,48.23,0
45,male,group_c,6.7,2,68.93,77.04,0
23,male,group_a,4.7,1,64.75,73.34,1
24,male,group_a,1.8,1,83.19,78.15,1
30,male,group_a,6.1,1,60.28,47.62,0
47,male,group_a,5.0,1,89.34,69.92,1
54,male,group_a,11.9,2,70.21,71.67,1
50,male,group_b,4.6,1,60.85,80.05,0
29,male,group_c,11.7,2,69.11,73.07,0
26,male,group_a,10.0,1,63.25,59.94,1
27,female,group_b,4.1,1,96.88,83.58,1
51,female,group_a,3.5,1,71.91,86.93,0
44,male,group_a,9.8,2,64.44,86.47,1
36,female,group_a,5.5,3,71.28,57.7,0
39,female,group_c,6.4,2,87.63,75.17,0
32,male,group_a,5.2,1,58.74,55.39,1
45,female,group_b,2.3,1,50.17,65.59,0
53,male,group_a,4.8,2,85.7,78.28,0
43,female,group_b,3.1,1,77.41,48.24,1
34,non-binary,group_a,1.4,2,64.79,100.0,0
31,male,group_a,5.0,1,69.18,84.77,0
28,non-binary,group_b,11.2,2,83.27,57.38,1
47,female,group_a,10.7,2,37.77,60.11,1
32,female,group_a,5.7,3,85.25,66.91,0
37,female,group_b,6.3,1,68.03,65.99,0
51,female,group_a,7.4,3,78.16,51.28,1
53,male,group_a,10.0,1,69.5,66.09,0
54,female,group_a,6.9,2,100.0,46.66,1
22,male,group_a,4.5,1,62.73,59.43,1
37,female,group_a,4.7,1,83.2,92.6,0
34,female,group_a,9.3,3,39.08,67.05,0
38,male,group_b,13.7,3,70.56,62.59,1
38,male,group_c,4.0,2,79.49,89.59,1
41,female,group_b,0.0,1,51.67,72.32,0
41,female,group_a,8.3,2,45.88,76.56,0
49,female,group_a,5.7,3,71.24,60.06,1
43,male,group_b,6.3,2,82.17,83.06,0
22,female,group_b,9.6,2,84.23,63.39,0
31,male,group_b,6.1,1,61.9,80.02,1
48,female,group_a,2.0,3,74.21,76.8,0
47,female,group_a,0.1,1,53.21,91.79,1
54,female,group_c,5.8,3,90.93,81.67,0
40,male,group_a,2.5,1,63.23,67.7,1
35,male,group_a,6.8,1,85.31,53.32,0
54,female,group_c,2.1,3,66.85,63.78,0
36,male,group_a,4.9,1,66.12,58.4,1
27,female,group_c,1.5,2,89.45,89.09,0
53,male,group_a,4.8,1,59.65,61.79,0
35,male,group_a,4.6,1,85.53,36.26,1
35,female,group_a,7.7,2,65.79,73.23,0
47,female,group_b,9.9,1,59.54,79.2,0
34,female,group_a,5.4,1,60.03,55.26,0
51,female,group_b,3.3,2,83.54,77.84,0
50,male,group_a,11.8,1,69.09,49.65,1
28,female,group_b,7.0,1,65.8,71.32,0
37,male,group_a,7.7,1,51.98,65.72,0
24,female,group_a,7.7,2,84.1,72.27,0
43,male,group_a,10.3,2,82.59,73.79,1
35,male,group_b,8.9,2,73.9,58.61,1
31,male,group_a,7.9,2,79.34,79.1,0
22,female,group_b,8.2,2,31.1,61.0,1
44,female,group_a,3.4,2,63.65,69.58,1
23,female,group_b,4.1,1,71.95,87.61,0
34,female,group_c,5.6,3,71.28,55.16,1
39,male,group_a,6.2,1,63.2,68.96,1
47,female,group_a,6.0,2,72.85,90.11,0
32,male,group_c,6.8,2,61.26,85.39,0
38,female,group_c,6.0,3,62.15,58.49,1
47,male,group_c,4.6,3,55.07,59.33,0
52,female,group_a,1.1,3,71.65,75.54,0
49,male,group_a,8.4,2,61.35,58.85,1
40,male,group_a,7.7,1,63.97,68.95,1
27,male,group_a,3.3,2,86.62,48.97,0
50,male,group_a,7.4,1,69.48,76.74,1
47,male,group_a,7.1,3,69.57,45.63,1
36,female,group_a,6.1,3,51.58,69.78,0
45,female,group_a,0.4,3,63.72,77.66,1
44,male,group_a,2.3,1,81.78,58.63,1
26,male,group_a,4.1,1,76.62,46.09,0
30,female,group_b,10.8,2,70.64,50.25,1
50,male,group_a,3.4,1,67.89,41.29,0
41,female,group_c,4.9,2,70.79,92.81,0
24,male,group_c,2.6,1,74.77,41.13,0
43,male,group_c,4.4,3,66.1,49.99,1
34,male,group_b,6.9,3,40.15,72.47,0
28,male,group_a,0.0,1,93.58,68.61,1
27,male,group_a,0.0,3,83.63,82.23,1
39,male,group_a,7.9,1,68.15,86.23,0
32,female,group_a,6.0,3,86.93,74.17,0
52,non-binary,group_a,4.1,2,54.33,67.02,0
31,male,group_c,8.8,1,85.47,60.06,1
28,female,group_c,8.8,3,72.29,65.36,0
24,male,group_b,0.0,3,80.66,81.1,1
38,female,group_a,5.4,1,65.85,76.44,0
29,male,group_c,9.2,1,71.81,76.63,1
49,male,group_b,3.9,1,77.01,44.53,1
44,female,group_a,5.0,3,82.58,57.24,0
36,female,group_a,8.8,1,76.17,58.33,0
53,male,group_a,5.1,1,75.32,60.34,1
22,male,group_a,2.3,3,62.89,53.14,1
28,female,group_b,3.9,2,90.6,77.42,1
39,non-binary,group_a,1.9,3,72.49,82.71,0
26,female,group_a,7.6,3,67.29,93.3,1
37,female,group_a,0.8,3,66.1,60.59,1
23,non-binary,group_c,8.9,3,55.56,66.51,0
52,female,group_a,1.0,1,61.13,69.23,1
48,female,group_b,6.1,3,51.72,67.82,1
43,male,group_a,1.5,1,72.44,56.21,1
54,male,group_b,5.0,2,69.02,79.08,0
47,female,group_b,9.0,2,72.62,39.69,0
32,female,group_b,9.3,2,54.99,61.2,0
34,male,group_b,9.8,1,64.93,41.32,1
42,male,group_a,5.7,2,62.29,76.7,1
51,male,group_a,6.2,1,81.88,48.47,1
32,female,group_a,6.6,2,52.09,51.76,0
49,male,group_a,7.8,3,51.76,67.74,1
53,female,group_a,4.7,1,85.4,53.36,0
25,male,group_b,9.2,3,74.32,71.42,1
32,female,group_a,6.9,2,51.17,62.5,1
43,female,group_a,9.4,3,86.18,95.36,0
34,male,group_b,7.4,1,87.9,50.87,1
51,male,group_b,8.0,1,83.69,56.5,1
38,male,group_c,3.7,3,45.23,75.92,0
43,female,group_a,4.7,3,71.43,69.59,0
30,male,group_a,2.0,1,59.61,74.19,1
54,male,group_b,5.0,2,66.79,63.87,1
38,male,group_a,5.4,1,51.02,81.22,0
30,male,group_b,8.4,3,90.79,72.81,1
51,female,group_a,2.1,1,61.67,86.45,0
41,female,group_a,15.6,2,73.31,48.97,0
36,non-binary,group_a,5.6,1,79.64,71.5,0
39,female,group_b,9.7,2,77.34,64.83,0
31,female,group_a,9.0,2,74.92,73.55,1
31,male,group_a,0.0,2,65.29,54.78,1
29,female,group_a,5.1,1,72.63,79.31,0
47,female,group_a,10.3,2,67.33,49.29,1
33,female,group_a,0.0,1,42.69,80.39,0
36,female,group_a,8.2,2,81.98,75.64,1
46,female,group_a,3.2,3,62.44,42.73,0
43,male,group_a,4.5,1,63.71,73.54,0
28,female,group_a,6.6,3,65.02,40.8,0
47,female,group_a,0.3,3,53.3,75.88,0
54,male,group_a,6.5,2,55.42,45.49,1
45,male,group_a,4.0,1,48.32,66.98,0
46,male,group_c,3.7,1,75.59,64.19,0
25,male,group_c,8.0,3,84.14,45.19,1
35,male,group_a,16.4,2,70.86,41.97,0
23,male,group_a,6.9,1,56.21,74.99,0
25,female,group_a,7.6,1,85.64,61.21,0
49,female,group_a,5.8,3,66.13,83.23,1
27,female,group_a,3.7,2,50.83,67.32,0
43,non-binary,group_a,6.7,3,47.37,100.0,0
31,male,group_a,10.5,1,72.13,70.46,1
26,female,group_a,6.5,1,87.28,92.76,0
46,male,group_b,8.6,1,65.34,72.93,0
26,male,group_a,5.2,2,62.33,69.22,1
52,non-binary,group_c,13.5,2,66.66,75.63,1
38,male,group_b,1.0,2,59.75,57.44,1
54,female,group_a,7.7,2,63.38,59.0,0
27,female,group_b,7.5,2,72.97,91.29,0
49,female,group_c,6.7,2,61.26,65.41,0
52,female,group_a,2.6,3,81.13,51.95,0
50,male,group_a,2.5,2,58.21,75.29,1
29,male,group_a,5.2,2,78.44,56.37,1
37,female,group_a,6.2,2,74.08,69.25,1
53,male,group_a,2.3,3,65.3,84.11,0
24,male,group_a,2.7,2,66.36,86.34,0
45,male,group_b,7.6,1,66.03,93.78,1
38,non-binary,group_a,9.0,2,90.08,84.69,1
40,male,group_a,4.2,1,60.21,77.48,0
39,male,group_c,3.8,3,84.19,75.97,0
44,non-binary,group_a,3.7,1,82.04,72.49,0
47,male,group_a,13.3,1,65.87,67.8,1
44,non-binary,group_c,7.4,1,89.34,100.0,1
23,female,group_a,5.7,1,41.38,67.3,1
31,female,group_a,8.9,2,72.87,91.9,1
41,male,group_a,12.8,1,71.47,66.76,1
38,male,group_b,9.4,1,70.16,85.47,1
40,male,group_a,1.6,1,79.97,28.51,1
24,male,group_a,5.6,1,65.12,70.62,1
40,male,group_a,4.7,3,67.69,59.72,1
23,male,group_a,4.9,2,83.72,90.63,1
25,female,group_c,2.2,2,68.53,89.66,0
53,female,group_b,4.7,3,57.51,59.78,0
48,non-binary,group_c,2.6,1,76.76,67.52,0
50,female,group_a,6.9,1,68.93,81.65,0
28,male,group_a,6.0,2,63.15,72.93,1
46,female,group_a,1.6,3,76.55,70.09,0
22,male,group_a,0.8,3,60.66,82.47,1
25,male,group_a,4.4,1,58.15,50.39,0
42,non-binary,group_a,7.8,2,66.78,91.46,1
42,male,group_a,7.4,3,67.63,75.17,1
23,male,group_a,5.7,1,70.55,28.4,1
45,male,group_c,0.0,1,55.46,56.09,1
51,female,group_a,4.4,3,90.56,67.83,0
36,male,group_b,3.7,3,78.03,100.0,1
40,male,group_a,4.9,3,71.63,68.91,1
34,female,group_a,2.2,1,72.68,47.91,0
52,male,group_c,4.6,1,39.89,88.26,1
45,female,group_a,3.9,1,81.01,74.74,0
44,male,group_a,14.0,2,57.64,69.1,1
22,female,group_a,8.0,1,75.96,83.95,0
44,male,group_a,5.3,1,55.58,63.8,1
37,female,group_a,5.7,1,81.74,67.69,1
45,non-binary,group_b,5.5,2,63.49,83.4,0
30,female,group_b,6.4,1,67.37,75.56,0
26,male,group_a,4.7,2,88.26,83.05,1
36,male,group_a,5.8,1,81.79,64.26,1
37,male,group_a,9.0,2,53.41,93.1,1
40,male,group_b,8.4,1,61.54,49.51,1
23,male,group_a,6.8,3,72.25,50.19,1
35,male,group_a,9.9,1,67.11,76.58,1
43,non-binary,group_a,6.6,2,79.61,65.21,0
50,female,group_a,2.9,2,61.7,72.39,0
25,female,group_b,0.6,2,47.4,70.12,0
51,female,group_c,3.8,3,58.97,67.43,1
32,male,group_a,5.7,1,67.7,54.71,0
47,male,group_b,7.1,3,76.49,73.93,1
24,male,group_a,9.1,3,78.84,88.04,1
48,male,group_c,4.2,2,84.87,57.89,1
54,male,group_a,3.5,2,72.74,96.22,1
38,female,group_a,8.2,1,67.48,91.71,0
41,male,group_a,9.4,2,78.69,57.86,1
30,male,group_a,4.4,2,68.72,81.03,0
27,male,group_a,6.9,2,64.29,54.35,1
48,female,group_c,10.0,2,64.3,67.99,0
52,female,group_b,6.8,1,81.06,54.4,0
25,female,group_a,5.7,2,87.74,62.24,1
47,male,group_b,0.0,2,85.71,43.73,0
41,male,group_a,9.9,1,50.73,67.56,0
47,male,group_c,7.8,2,83.03,55.06,1
42,male,group_b,6.3,1,56.47,57.22,0
52,female,group_a,4.5,2,65.82,42.1,1
25,non-binary,group_a,2.1,3,76.95,70.31,0
22,female,group_a,5.6,2,53.91,96.43,0
28,male,group_a,5.6,3,55.19,64.65,1
25,male,group_a,9.2,3,60.91,67.63,1
44,female,group_a,2.2,2,90.18,53.79,0
39,female,group_c,10.2,3,82.84,63.15,0
50,female,group_a,6.0,3,59.14,57.75,1
52,male,group_a,9.5,1,71.58,47.86,1
34,male,group_a,3.0,3,71.55,57.22,0
49,female,group_a,6.9,1,73.67,62.47,0
39,female,group_b,9.6,1,61.4,74.06,0
50,male,group_a,6.2,1,87.22,64.93,0
45,male,group_c,1.5,2,65.37,73.58,1
37,male,group_a,4.9,3,79.76,87.77,1
41,male,group_a,7.5,1,49.72,82.58,1
29,female,group_b,1.7,1,74.63,63.73,0
37,female,group_a,1.5,3,71.66,44.81,0
23,non-binary,group_c,6.6,2,86.22,66.93,0
43,male,group_a,3.0,3,38.76,70.7,1
24,male,group_a,7.9,2,76.59,83.5,1
45,female,group_b,2.3,3,79.69,71.49,0
52,female,group_c,0.4,1,66.74,100.0,0
48,male,group_c,3.5,2,85.72,64.96,1
34,male,group_a,10.4,2,95.17,78.73,1
40,female,group_a,3.3,3,80.5,56.66,0
43,female,group_a,5.9,2,79.65,55.38,0
43,male,group_b,6.6,2,86.13,65.26,1
36,male,group_a,3.0,1,75.21,72.27,1
28,non-binary,group_b,9.2,3,84.68,79.07,1
27,male,group_b,6.4,2,77.13,25.26,1
27,female,group_a,7.2,2,61.72,85.14,0
22,female,group_a,0.8,2,57.33,90.35,0
48,male,group_a,0.6,2,84.05,88.32,1
35,male,group_c,0.0,1,77.13,81.26,0
29,male,group_a,5.3,2,61.9,67.6,0
49,male,group_b,5.2,1,70.27,77.15,1
36,male,group_c,8.1,3,87.53,87.38,1
47,male,group_a,10.3,1,49.37,55.68,1
51,male,group_c,5.1,3,59.12,78.69,0
32,male,group_a,5.1,1,78.33,76.36,0
26,female,group_a,7.2,3,79.84,67.33,0
26,male,group_a,10.5,1,55.89,94.39,1
44,male,group_b,3.4,2,58.0,59.5,1
42,female,group_a,7.8,2,71.94,55.5,0
30,female,group_b,5.1,1,86.83,68.58,0
43,male,group_a,4.9,1,70.1,60.4,0
42,male,group_b,8.3,3,42.07,87.96,0
51,female,group_a,3.5,1,82.31,45.9,0
48,male,group_a,2.7,3,69.69,50.8,1
32,female,group_b,7.9,2,64.44,73.51,0
49,female,group_a,5.8,2,56.01,79.59,0
42,male,group_a,5.1,3,84.3,52.51,1
47,male,group_b,5.5,3,73.16,87.33,1
52,female,group_c,7.4,2,74.81,42.22,0
39,male,group_a,4.8,2,74.16,83.5,1
25,female,group_a,8.2,2,75.19,56.6,1
39,female,group_b,7.1,3,80.0,62.4,1
51,female,group_a,10.3,3,90.54,94.22,1
27,female,group_c,9.7,2,57.19,68.13,1
30,male,group_b,8.5,1,69.05,59.96,1
25,female,group_a,5.3,3,64.51,72.34,0
49,male,group_c,6.2,2,90.16,95.4,1
46,male,group_a,4.1,1,66.49,69.89,1
35,male,group_b,14.5,1,50.6,58.13,1
23,male,group_c,5.2,1,69.62,71.83,1
52,female,group_a,7.6,2,61.15,51.55,0
52,female,group_c,10.0,3,61.06,59.27,0
31,male,group_a,1.8,3,64.58,60.92,1
28,male,group_a,3.4,1,54.24,77.91,1
51,male,group_b,4.7,2,46.72,62.02,1
45,male,group_a,2.9,2,93.37,75.57,1
34,non-binary,group_b,2.1,2,68.43,84.94,0
36,non-binary,group_a,4.3,1,58.71,90.91,0
43,non-binary,group_b,9.8,2,77.43,45.17,1
42,female,group_b,8.1,2,85.97,68.05,0
27,female,group_a,6.0,1,48.95,52.68,1
46,male,group_c,6.0,2,64.57,77.76,1
29,male,group_b,0.9,2,73.32,72.29,1
31,male,group_c,8.0,1,59.8,68.64,0
49,female,group_a,7.2,2,75.36,61.35,1
49,male,group_a,2.7,2,55.08,55.26,1
45,male,group_b,6.5,3,61.94,45.1,1
46,male,group_a,5.3,3,68.48,82.27,1
28,male,group_c,4.3,1,75.09,65.96,1
41,female,group_a,2.9,3,70.41,69.19,0
24,male,group_b,3.9,2,61.75,73.22,1
40,male,group_a,3.1,2,65.51,79.81,1
46,female,group_b,7.3,2,44.52,95.1,0
34,female,group_c,7.0,3,95.58,66.24,0
42,female,group_c,6.9,2,65.02,77.88,0
53,female,group_a,5.4,2,66.39,45.88,1
31,male,group_a,4.7,1,73.12,63.24,0
34,female,group_a,12.0,3,76.79,58.83,0
37,female,group_a,0.3,3,74.05,59.96,0
29,female,group_a,9.5,2,61.78,84.9,0
38,male,group_c,7.0,1,50.01,70.24,1
40,male,group_c,6.1,1,67.83,69.64,1
35,male,group_a,4.4,3,60.33,69.82,0
52,male,group_b,5.3,2,63.28,65.6,1
51,male,group_c,2.4,2,69.89,65.65,1
52,male,group_a,1.7,1,72.81,59.71,1
40,male,group_b,5.6,3,85.44,61.24,1
41,male,group_b,0.9,1,68.14,62.74,1
24,male,group_c,8.4,1,49.16,66.18,0
34,male,group_a,9.3,2,76.94,42.59,1
33,male,group_c,0.0,1,81.05,69.65,0
46,female,group_c,1.3,1,50.14,68.19,1
48,male,group_a,6.7,2,77.19,74.51,1
40,male,group_b,6.5,2,72.15,53.15,1
22,female,group_a,6.2,2,63.37,55.69,0
49,female,group_b,7.2,3,71.96,79.84,0
38,male,group_b,8.2,2,74.57,58.66,1
49,female,group_b,8.5,1,77.01,75.35,1
32,female,group_c,11.3,3,83.69,59.29,1
45,female,group_a,6.0,1,69.74,51.98,0
46,female,group_a,8.5,3,69.82,48.4,1
54,female,group_b,1.0,2,98.92,60.19,0
52,female,group_a,5.5,1,57.04,62.11,0
43,male,group_a,2.3,3,66.6,51.63,0
24,female,group_a,10.1,1,65.63,88.4,1
54,male,group_b,12.9,2,79.12,68.96,1
30,male,group_a,7.5,1,83.2,56.33,1
43,male,group_b,2.0,1,54.01,89.42,1
35,male,group_b,5.6,2,84.69,80.14,1
29,male,group_b,6.0,3,55.61,58.14,0
51,female,group_b,6.5,3,100.0,54.43,0
42,female,group_c,9.2,1,61.84,66.1,0
33,female,group_a,8.8,1,83.18,78.78,0
47,male,group_a,0.0,1,66.68,49.21,1
54,female,group_b,10.0,3,78.43,84.66,1
35,female,group_a,4.4,2,60.91,63.36,0
33,male,group_b,4.2,2,71.5,80.29,1
27,male,group_b,10.2,3,70.18,66.76,1
33,male,group_a,5.1,1,71.02,75.46,1
33,male,group_a,1.8,2,79.46,77.62,0
52,male,group_b,2.0,1,64.61,86.64,1
47,female,group_b,6.1,2,66.01,58.86,1
35,male,group_a,8.7,1,54.09,95.0,0
28,female,group_a,10.4,2,68.24,51.09,0
44,female,group_a,5.4,1,64.0,73.1,0
22,female,group_a,4.5,1,80.53,78.16,0
42,male,group_a,10.8,1,77.97,69.13,0
51,female,group_a,4.6,1,61.21,81.07,1
36,female,group_a,10.3,1,75.23,46.4,1
54,female,group_a,6.6,1,85.71,68.18,0
45,male,group_a,6.6,1,67.39,82.63,1
50,non-binary,group_a,5.2,3,55.82,68.98,0
34,female,group_a,6.8,2,99.5,53.52,0
48,male,group_a,4.5,1,76.57,71.02,0
35,male,group_b,3.9,2,78.37,71.46,1
46,female,group_c,5.5,1,100.0,55.15,0
34,female,group_a,4.0,3,60.32,87.16,1
40,male,group_a,6.8,1,73.59,61.43,1
23,male,group_a,6.2,1,47.15,54.64,1
43,male,group_b,5.1,2,75.84,70.35,1
52,female,group_a,5.3,2,74.68,59.84,1
46,male,group_a,5.2,2,60.51,66.22,1
31,male,group_b,11.1,1,59.68,72.12,0
32,male,group_b,5.9,2,67.81,63.13,1
53,male,group_c,4.1,2,67.15,77.06,1
28,male,group_a,5.0,1,88.95,72.96,0
44,non-binary,group_a,7.9,3,66.99,85.67,1
44,male,group_a,5.3,1,68.02,55.1,1
43,female,group_a,5.5,2,67.8,69.81,0
41,male,group_b,5.2,2,50.7,72.46,1
54,male,group_a,6.4,1,64.07,72.86,0
54,female,group_a,7.1,2,53.67,39.88,0
34,non-binary,group_a,7.3,3,71.44,54.2,0
35,male,group_a,1.0,1,43.56,73.43,1
29,male,group_a,2.7,1,56.4,76.83,0
35,male,group_a,0.0,1,72.97,69.37,0
52,male,group_c,8.3,1,44.67,71.46,1
26,female,group_a,9.3,2,51.18,85.84,0
25,female,group_b,9.8,3,81.86,64.08,0
22,female,group_a,6.4,3,53.91,58.4,1
32,female,group_a,9.4,2,69.8,89.6,1
26,male,group_a,5.8,2,73.6,77.41,1
44,male,group_a,5.6,2,57.15,66.69,0
41,female,group_b,1.3,1,49.61,59.1,0
51,female,group_a,3.6,1,88.25,91.13,0
53,male,group_a,4.2,2,63.2,65.17,1
31,male,group_c,8.7,2,76.11,57.77,1
25,female,group_c,10.9,3,60.77,86.5,0
52,male,group_a,4.5,3,74.28,48.67,1
27,male,group_a,7.0,2,54.12,66.91,1
24,male,group_a,6.8,1,53.38,77.64,1
44,non-binary,group_a,3.6,3,57.33,65.06,0
47,male,group_a,0.8,2,62.35,61.86,1
31,male,group_a,3.7,2,62.35,75.01,1
39,male,group_b,1.6,1,65.92,52.22,1
23,female,group_a,5.0,1,75.1,66.02,0
32,male,group_c,5.5,1,63.45,78.92,1
51,female,group_a,5.4,1,81.12,53.87,0
47,male,group_a,5.4,3,61.93,88.1,0
26,female,group_a,7.4,3,77.85,66.09,1
52,male,group_c,3.1,1,85.65,67.94,1
36,female,group_b,8.6,2,90.81,62.43,0
32,male,group_a,0.9,1,46.01,76.94,1
46,female,group_a,6.1,3,90.63,62.44,0
32,female,group_a,7.1,2,48.69,72.11,1
47,male,group_b,3.5,2,86.95,86.33,1
22,male,group_a,1.1,1,69.74,86.24,1
53,female,group_c,7.8,2,74.12,48.04,0
47,male,group_a,3.9,2,58.54,87.56,1
41,male,group_b,8.3,2,81.14,62.2,1
54,female,group_a,8.2,2,78.15,73.15,1
26,male,group_b,5.9,2,63.26,70.4,1
24,male,group_a,5.9,2,62.5,72.83,0
24,male,group_a,8.9,2,80.2,60.69,1
39,male,group_a,7.0,1,82.31,77.03,1
43,male,group_b,3.1,1,79.15,82.94,0
34,male,group_a,6.4,2,65.34,61.01,1
39,male,group_a,7.6,1,69.95,68.74,0
50,male,group_c,6.5,1,81.19,80.17,0
30,male,group_a,6.5,1,79.98,83.78,1
27,female,group_a,5.5,2,83.48,73.56,0
27,male,group_a,5.6,1,71.63,72.67,1
49,male,group_b,3.1,1,61.47,75.63,1
33,female,group_c,1.6,2,73.4,64.31,0
52,male,group_a,9.3,1,75.36,73.57,1
31,male,group_a,4.0,1,63.53,65.14,0
41,male,group_a,6.6,3,75.31,64.21,0
