age,gender,caste,income,zip_code,education,loan_amount,credit_score,approved
50,male,obc,65284.75,200-666,graduate,32218.39,595.56,0
61,female,general,63885.25,101-440,high_school,25128.78,678.72,1
57,non-binary,general,92590.41,101-172,postgraduate,37274.34,684.37,1
33,female,obc,71503.48,202-160,high_school,32410.75,721.08,1
52,female,obc,58002.37,200-326,graduate,33607.99,691.56,1
40,female,general,94563.53,101-369,graduate,16553.34,755.54,1
27,male,sc,77338.97,301-933,graduate,27369.19,744.15,1
37,female,general,38972.69,101-998,graduate,8484.79,669.18,1
64,female,general,73338.36,100-229,high_school,37609.21,740.19,1
63,non-binary,general,51600.81,101-947,graduate,19390.06,662.8,1
55,male,sc,71859.72,301-735,graduate,20637.68,653.33,0
64,male,general,103718.5,101-548,high_school,12693.73,613.76,1
46,female,obc,56547.99,202-958,graduate,24673.56,752.16,0
54,male,general,103128.53,101-741,graduate,22585.73,663.5,1
28,male,obc,74786.61,201-633,postgraduate,41404.28,546.82,0
34,male,sc,95518.72,300-288,graduate,32733.12,709.81,0
28,female,general,43326.75,102-319,high_school,20368.14,656.13,1
62,male,st,100460.84,401-919,postgraduate,10003.9,,0
48,male,general,88345.01,101-293,graduate,4446.97,667.13,1
62,male,general,116436.22,102-129,postgraduate,15763.72,661.49,0
39,female,obc,51232.83,202-339,high_school,13019.05,,0
38,female,obc,89946.71,201-532,graduate,28137.52,771.45,0
50,male,general,81592.74,101-443,high_school,23695.48,,1
45,male,obc,65884.72,201-941,graduate,25155.94,693.27,1
37,female,general,67603.45,102-476,postgraduate,16459.7,742.08,0
34,male,obc,108275.85,202-899,high_school,26368.29,693.4,1
43,female,obc,74071.04,201-634,graduate,12216.34,724.87,0
24,male,st,98281.6,400-571,postgraduate,24205.3,710.7,1
29,female,obc,74347.28,200-244,graduate,32472.22,687.06,0
22,male,obc,79516.25,202-343,high_school,21711.1,731.72,1
27,female,obc,73729.84,201-879,postgraduate,28992.79,656.89,0
29,male,general,96299.68,101-801,graduate,7208.22,683.21,1
24,non-binary,general,66563.76,102-502,graduate,6486.24,626.13,1
23,non-binary,st,66010.96,401-917,high_school,27945.33,632.48,0
57,female,general,66211.44,101-836,graduate,34423.17,540.9,0
29,male,sc,103323.9,300-200,graduate,22855.89,705.11,1
45,male,general,87791.72,101-644,graduate,44306.88,,1
25,female,sc,47637.35,301-818,postgraduate,12009.42,739.7,0
62,female,general,57219.06,101-826,graduate,18880.15,619.37,1
31,male,st,108555.88,401-182,high_school,26260.83,704.19,0
53,male,obc,82002.39,201-301,postgraduate,29179.37,679.96,1
49,male,general,113155.74,101-471,graduate,19744.88,720.57,1
54,female,obc,48560.57,200-326,postgraduate,15466.62,644.17,1
48,female,obc,70092.73,201-197,graduate,30582.37,661.5,0
43,female,general,70675.13,100-665,graduate,26199.17,594.56,1
54,female,general,84267.16,102-556,postgraduate,21898.41,640.57,1
56,male,obc,106237.3,202-239,graduate,29489.33,,0
37,male,sc,84646.46,301-627,high_school,23772.87,689.58,0
62,male,general,87480.94,102-155,postgraduate,23742.32,587.28,1
64,female,sc,78249.46,301-444,graduate,23410.81,651.87,0
52,male,general,86082.74,102-812,high_school,17610.48,688.82,1
61,male,general,63251.87,102-900,postgraduate,16695.31,757.44,1
25,male,obc,64980.08,202-320,graduate,20268.68,633.52,1
44,male,general,72389.14,100-872,postgraduate,25288.64,706.95,1
49,female,general,75339.74,101-901,high_school,8158.54,649.11,1
61,male,obc,122002.55,202-645,graduate,33502.7,655.48,1
26,male,general,66440.55,100-982,graduate,25165.97,631.73,1
56,female,general,56044.23,100-321,postgraduate,15414.19,622.56,1
24,male,obc,92246.36,200-162,graduate,39549.36,653.89,1
36,male,obc,112637.1,201-858,graduate,25376.13,737.64,0
51,male,sc,72468.87,301-541,postgraduate,12983.66,638.48,0
33,female,obc,71271.2,200-411,high_school,39145.49,629.91,0
57,male,obc,87498.75,202-149,high_school,37193.81,691.5,1
61,female,general,103500.26,100-158,graduate,16820.97,680.29,1
27,female,sc,57523.56,301-181,graduate,22093.18,676.25,0
32,female,general,71979.64,102-265,graduate,20881.72,,1
24,male,general,96179.6,101-972,graduate,7994.78,624.47,1
52,female,sc,49694.39,300-352,postgraduate,27922.19,630.56,0
60,male,sc,96798.19,301-834,graduate,32606.31,734.24,0
47,male,obc,74773.61,202-117,high_school,30912.0,671.97,1
26,female,general,38972.53,102-389,postgraduate,25294.78,712.8,1
28,male,general,92897.28,101-914,postgraduate,33479.43,747.32,1
22,male,obc,102417.89,202-266,high_school,14781.89,726.52,1
42,male,sc,75369.12,300-355,postgraduate,41364.53,604.66,0
52,male,obc,93610.87,201-843,high_school,18051.26,,1
27,male,general,77910.25,100-209,high_school,19050.93,737.25,1
58,female,general,81877.29,100-147,postgraduate,19823.06,708.75,1
32,female,obc,72126.73,201-968,graduate,19166.68,690.12,0
43,male,obc,91276.2,200-463,graduate,23265.48,,1
50,female,general,69362.22,102-691,high_school,22917.0,646.09,1
44,male,general,75489.95,100-214,graduate,26166.76,683.81,1
42,male,general,76115.49,100-297,high_school,17631.73,601.58,1
35,male,general,93292.12,100-513,graduate,26499.44,723.65,1
39,male,obc,98192.29,201-706,high_school,15186.15,673.53,1
31,male,general,102901.3,102-363,graduate,31592.27,,1
33,male,obc,85918.94,201-895,high_school,31480.63,648.84,1
54,male,sc,93935.3,300-802,graduate,24947.92,664.25,1
59,female,st,73891.08,400-595,graduate,19152.73,672.86,1
58,male,st,80758.66,401-512,high_school,27800.2,758.08,0
35,male,general,99335.29,101-656,graduate,17011.18,711.82,1
35,male,general,92090.04,101-757,graduate,25310.86,604.9,1
23,female,general,65231.71,102-221,high_school,23633.66,598.08,1
33,male,obc,93373.9,201-866,high_school,48669.18,665.33,1
46,female,general,90845.7,101-539,graduate,13956.53,,0
32,male,general,107813.87,102-940,postgraduate,2000.0,734.58,1
53,male,general,106552.58,100-959,graduate,19261.78,775.14,1
23,non-binary,general,70147.6,102-127,graduate,9560.22,778.13,1
39,male,obc,78425.55,202-445,postgraduate,18459.75,655.67,0
33,male,obc,96453.5,200-573,graduate,13321.56,731.4,1
42,male,obc,108412.43,201-585,postgraduate,16859.49,703.41,1
22,non-binary,st,87627.66,400-839,graduate,15415.81,620.01,0
39,female,general,32663.08,101-226,high_school,33666.56,576.17,1
55,female,general,101249.44,101-659,postgraduate,24563.23,687.93,0
58,non-binary,general,82337.82,100-947,graduate,34679.08,597.77,1
32,male,obc,103725.03,201-996,high_school,25364.33,633.17,1
39,non-binary,obc,48140.78,202-109,high_school,33357.31,642.33,0
51,male,general,91683.32,100-974,graduate,22280.69,692.03,1
41,female,st,65519.87,401-209,high_school,39350.97,750.43,0
44,male,general,78553.53,100-582,graduate,29238.71,680.7,1
36,male,general,54563.64,101-321,graduate,17981.61,650.36,1
57,female,obc,67697.07,200-645,graduate,30572.35,566.23,0
48,male,st,81303.04,400-133,graduate,25243.89,705.21,0
63,non-binary,obc,92678.72,200-314,postgraduate,23177.43,681.57,1
55,male,st,79761.14,401-370,postgraduate,25864.19,,1
37,female,general,65785.94,100-923,high_school,31761.25,744.14,1
35,non-binary,obc,82267.49,202-624,graduate,5942.39,614.51,0
24,male,sc,97969.29,300-736,graduate,21841.54,642.33,1
48,female,obc,53077.52,202-707,graduate,31144.04,666.52,0
53,female,general,80222.98,100-452,graduate,27234.05,649.08,1
36,female,st,46695.73,401-112,high_school,14862.57,710.29,0
21,male,general,95231.3,100-196,high_school,3690.14,705.52,1
57,female,general,76390.78,101-512,high_school,40308.34,737.8,1
30,female,sc,67331.91,300-946,high_school,23316.26,,0
46,male,st,86456.41,401-323,graduate,38626.45,673.65,1
23,male,st,66872.23,401-727,graduate,32154.66,661.31,1
23,male,sc,57316.43,300-843,graduate,17857.48,,0
60,female,general,64368.62,100-915,high_school,2487.1,669.53,1
50,male,st,95597.99,400-363,graduate,20840.66,682.6,0
21,female,obc,69295.76,200-937,graduate,24664.82,708.03,0
25,non-binary,obc,75888.46,201-646,postgraduate,29055.94,687.62,0
42,male,general,94901.63,102-557,graduate,15002.09,696.97,1
50,male,sc,87827.43,300-799,postgraduate,26602.06,636.5,0
39,female,obc,49082.72,201-314,graduate,26598.78,754.23,1
59,male,sc,94422.83,301-830,postgraduate,33873.58,619.13,0
49,female,general,78848.29,100-684,graduate,22238.74,704.16,1
48,female,general,62026.28,102-818,high_school,28984.83,653.28,0
33,female,obc,69118.11,200-869,high_school,27595.93,739.53,0
51,male,general,70968.31,100-654,graduate,32880.28,728.61,1
59,female,obc,65520.67,201-133,high_school,17620.81,679.89,1
23,female,general,65136.25,102-367,high_school,2000.0,765.51,0
53,male,obc,108629.26,202-889,postgraduate,22868.23,669.69,1
59,female,general,64219.0,101-663,high_school,22921.3,728.49,1
40,female,general,79161.3,100-900,high_school,14582.33,640.06,1
54,female,obc,57523.58,202-445,graduate,11427.45,702.27,0
36,male,general,62994.59,100-553,graduate,19827.69,628.71,1
29,male,general,91842.49,102-875,graduate,23966.1,681.07,1
56,male,general,97754.6,100-785,postgraduate,25858.85,677.17,1
34,male,general,97111.73,100-439,high_school,4432.25,728.32,1
54,male,obc,93323.31,201-120,postgraduate,9218.14,643.11,1
34,non-binary,general,69409.64,100-891,graduate,35166.0,849.03,1
38,male,general,90467.81,101-806,high_school,23293.53,603.99,1
51,female,obc,47231.19,201-503,high_school,24978.1,692.81,0
36,male,obc,63047.52,200-591,graduate,13000.69,695.83,1
56,male,obc,89509.57,202-283,high_school,24960.37,709.6,1
22,male,general,84567.16,101-470,graduate,21618.96,651.65,1
21,male,st,97117.7,401-246,postgraduate,19433.21,693.3,1
24,female,general,36452.23,100-289,postgraduate,11843.49,648.96,1
32,non-binary,general,80574.26,100-860,high_school,17183.62,783.02,1
23,female,st,83700.82,400-425,graduate,42748.16,645.07,0
37,male,obc,88440.15,200-832,graduate,21854.76,,1
22,female,obc,62961.53,201-526,postgraduate,32106.58,643.52,0
54,male,sc,89468.85,301-163,high_school,23232.42,635.99,0
27,female,general,74063.27,102-425,graduate,22190.96,602.94,1
63,male,sc,77780.9,300-242,graduate,19275.98,,0
58,male,obc,76883.85,200-723,high_school,37110.69,642.99,1
51,male,general,104138.09,102-919,high_school,28357.65,,1
56,male,general,68287.14,100-786,graduate,17893.52,627.03,1
55,male,general,106651.2,100-799,graduate,21453.01,696.74,1
58,female,st,48514.82,401-874,postgraduate,34683.16,681.19,0
45,female,general,67043.19,100-798,postgraduate,2000.0,681.44,1
48,non-binary,general,69141.49,101-611,postgraduate,27794.52,638.13,1
41,male,obc,111032.36,201-742,high_school,29838.41,703.94,1
48,female,obc,66486.15,201-473,graduate,18252.28,643.57,0
37,male,general,90495.67,101-163,high_school,26391.35,683.86,1
26,female,sc,50601.36,301-734,graduate,29520.79,672.31,0
61,male,obc,88925.8,201-748,high_school,13919.68,,1
51,male,sc,117057.16,300-301,graduate,32577.42,791.58,0
52,female,general,48560.76,102-957,graduate,27676.06,711.61,1
33,male,general,110160.35,102-147,graduate,23623.24,689.91,1
54,male,obc,98953.47,201-761,graduate,25944.36,698.59,1
43,female,general,88557.36,100-970,graduate,31364.73,792.88,1
24,male,obc,99806.94,202-377,postgraduate,45845.05,742.53,0
63,female,general,67047.08,101-920,high_school,30489.52,699.18,1
64,male,sc,97780.39,301-842,postgraduate,32295.24,641.04,1
59,female,sc,58716.76,301-768,postgraduate,26741.74,649.72,0
41,female,sc,66069.38,301-957,graduate,42114.86,580.82,1
31,female,st,73995.07,400-687,high_school,11806.06,659.74,1
21,female,st,55295.28,400-544,graduate,9363.38,716.4,0
53,female,obc,57058.61,200-707,graduate,26377.29,714.85,0
60,female,general,57986.63,102-470,graduate,30941.28,713.89,1
25,male,sc,89807.57,301-392,graduate,2000.0,,0
51,male,st,69705.64,401-173,postgraduate,24969.08,710.31,1
22,female,st,49102.73,401-439,graduate,23375.59,725.33,1
55,male,sc,69954.04,301-822,graduate,31697.42,557.52,0
22,male,general,102116.75,100-949,high_school,28858.62,,1
63,male,st,71469.82,401-976,graduate,8726.0,,0
28,female,st,35985.74,401-285,postgraduate,15279.48,663.97,0
38,male,obc,75449.14,201-613,graduate,17738.89,541.3,1
51,female,sc,47504.76,301-617,high_school,31650.51,635.3,1
58,female,obc,56275.79,201-258,high_school,28371.82,580.2,0
36,female,st,57520.34,400-622,graduate,19413.48,645.11,0
64,male,general,92737.27,101-426,high_school,26300.93,,1
21,female,sc,60684.35,300-947,graduate,15477.94,731.2,0
41,female,general,73308.58,102-329,graduate,43446.75,722.82,0
64,male,general,105366.99,100-850,postgraduate,30169.22,698.86,1
33,female,general,40290.46,102-906,high_school,32075.59,747.44,1
44,male,obc,75218.87,201-761,graduate,37391.3,648.9,1
40,non-binary,general,84268.41,102-292,graduate,34146.19,684.05,1
38,male,st,84959.77,401-334,graduate,25283.74,800.69,1
54,female,obc,76677.06,202-973,postgraduate,23335.32,712.19,1
43,female,sc,33883.75,300-168,high_school,36594.56,712.05,0
52,male,general,88347.84,100-205,graduate,25238.82,637.79,1
43,female,general,62850.68,100-979,high_school,18258.84,657.09,1
64,male,sc,85831.89,301-798,graduate,42699.69,624.84,1
41,female,obc,63502.28,201-770,high_school,16576.65,772.45,0
56,female,obc,69567.09,202-244,high_school,9387.65,594.3,0
47,male,sc,81894.84,300-539,postgraduate,33934.99,730.28,1
56,male,sc,102712.71,300-855,graduate,18418.78,711.96,0
59,female,obc,86676.93,200-395,graduate,28915.87,,0
30,male,st,66349.45,401-273,graduate,41354.9,742.83,0
34,female,obc,63631.56,202-109,postgraduate,12626.38,665.77,1
34,female,obc,74171.92,202-659,high_school,24631.76,607.35,1
42,female,general,75194.59,102-364,graduate,38350.68,700.05,1
42,male,general,89290.19,102-876,graduate,31136.98,634.76,1
21,female,general,70568.11,101-354,graduate,23381.61,668.73,1
60,non-binary,sc,42831.58,300-236,postgraduate,46504.42,652.18,0
58,male,obc,90732.01,201-963,postgraduate,24142.14,631.65,1
47,male,general,74555.75,101-967,graduate,28571.87,614.64,1
34,male,obc,98111.71,202-715,high_school,39844.19,723.83,1
57,male,general,79376.59,102-934,graduate,33827.77,,1
32,female,general,69282.46,102-245,postgraduate,36895.48,694.34,1
34,male,st,86468.74,401-513,graduate,16904.14,659.97,0
64,female,general,68062.09,102-283,graduate,36053.57,682.82,1
61,male,general,86152.66,102-530,postgraduate,26526.33,639.52,1
46,male,obc,88054.84,202-811,postgraduate,18287.99,,1
28,male,general,111535.0,101-859,graduate,26997.5,774.06,1
26,female,obc,57055.48,200-103,high_school,26712.22,728.65,1
63,female,st,54300.02,401-450,postgraduate,41812.8,649.12,0
32,male,obc,83204.96,200-993,graduate,28431.66,,1
50,female,obc,77285.98,200-629,high_school,17972.76,586.44,0
36,male,general,96089.63,100-366,high_school,15897.15,645.12,1
42,male,obc,80304.36,200-449,graduate,24573.42,685.92,1
64,male,general,95099.75,102-389,high_school,12882.71,,1
47,non-binary,general,73125.55,102-502,high_school,18561.8,688.16,1
39,female,sc,74996.15,301-499,graduate,22802.28,698.38,0
39,female,obc,62374.37,201-555,postgraduate,21203.03,622.89,1
31,male,obc,71641.52,202-517,graduate,31542.17,762.93,1
45,male,general,101980.87,102-563,postgraduate,18359.55,669.14,1
46,female,sc,80505.22,300-125,high_school,2770.17,696.22,0
25,male,general,111757.03,101-148,graduate,9828.04,643.91,1
38,female,general,51558.93,100-433,postgraduate,24839.64,697.13,0
49,female,sc,51737.81,300-895,graduate,19718.77,794.23,1
23,male,obc,90570.44,202-810,postgraduate,13869.95,625.59,1
63,female,st,53740.32,401-199,high_school,42626.06,,1
58,non-binary,general,81833.47,102-544,graduate,32458.75,632.45,1
49,male,obc,86182.59,201-643,postgraduate,24474.16,,1
21,female,st,41181.27,400-532,graduate,27099.68,651.32,0
43,female,obc,76325.2,201-727,high_school,22613.73,622.76,0
60,male,obc,75270.07,201-996,high_school,13715.66,677.27,1
21,female,general,55770.37,102-186,postgraduate,34276.48,765.86,1
55,male,sc,67683.07,300-563,graduate,32661.97,671.76,1
57,female,st,62570.97,401-560,postgraduate,7204.0,,0
24,female,obc,64490.6,200-605,postgraduate,27037.89,698.86,1
31,female,st,66369.05,401-250,postgraduate,28031.49,715.62,0
52,male,obc,80007.29,201-673,postgraduate,22104.42,,0
61,female,obc,45457.82,201-139,high_school,43875.39,693.2,0
54,male,general,88785.39,102-766,graduate,42898.7,679.85,1
44,male,obc,88445.04,201-696,graduate,21602.43,625.47,1
47,male,sc,86427.35,301-397,high_school,22994.63,720.7,0
44,female,obc,39446.52,200-989,graduate,21937.57,633.55,0
46,male,general,101702.23,100-845,high_school,19498.01,631.85,1
54,male,obc,78480.66,201-585,postgraduate,16713.16,690.62,1
23,female,sc,46436.18,300-990,high_school,29561.71,764.78,0
30,male,st,98431.93,401-846,postgraduate,42652.97,719.96,0
23,male,general,64435.24,102-224,high_school,38950.74,677.94,1
56,male,general,99515.03,102-631,high_school,32102.59,,1
53,male,general,99462.2,100-622,postgraduate,3335.99,763.72,1
23,female,general,55537.01,101-686,graduate,8219.05,676.89,1
25,male,st,75741.94,400-945,graduate,34577.47,664.04,0
32,male,obc,108094.66,200-542,graduate,39574.36,710.53,1
31,non-binary,obc,99980.93,202-169,high_school,29983.61,655.36,0
43,female,general,81906.16,101-530,graduate,22249.78,638.58,1
42,female,obc,89402.2,202-808,high_school,37170.71,643.86,1
36,female,st,44321.35,401-422,postgraduate,31782.34,643.71,1
28,female,obc,40878.82,201-124,graduate,35237.01,,0
49,male,general,94263.3,102-372,high_school,8290.88,611.86,1
55,female,general,78268.02,101-713,graduate,28090.06,733.46,1
49,female,st,28033.5,401-177,postgraduate,40971.14,716.79,0
56,male,st,69029.6,401-437,postgraduate,29747.04,634.75,0
61,male,general,83584.47,101-219,graduate,33534.2,728.86,1
58,male,obc,95991.89,202-527,graduate,25327.36,697.01,0
49,female,general,70186.67,100-227,postgraduate,25954.68,662.19,1
23,female,obc,52147.75,202-198,graduate,37622.75,612.58,0
35,female,general,69517.36,101-727,high_school,18971.9,698.78,1
39,male,sc,67472.73,301-242,postgraduate,18091.25,782.6,0
52,male,st,76030.05,400-239,graduate,20696.07,680.8,0
58,male,general,77292.95,102-632,graduate,25211.02,734.93,0
49,female,obc,60896.67,202-139,graduate,10509.2,668.36,0
36,female,general,55793.15,102-129,high_school,31579.53,730.7,1
55,female,general,76665.25,100-487,postgraduate,23521.78,671.74,0
51,female,general,66633.38,101-428,graduate,32683.2,547.71,0
56,female,general,63825.6,100-589,postgraduate,5928.37,,1
46,non-binary,st,88253.74,400-993,postgraduate,32717.71,687.27,0
49,male,general,100366.03,102-490,postgraduate,37032.05,739.54,1
36,male,sc,78345.84,301-617,graduate,28946.93,671.56,1
38,male,general,86827.71,101-926,graduate,25270.17,681.64,1
33,male,obc,74463.58,201-534,graduate,32786.83,647.7,1
32,male,obc,90077.63,201-802,postgraduate,36442.85,765.85,0
49,male,st,86306.59,401-593,postgraduate,29706.34,762.54,0
37,non-binary,general,49698.74,100-672,graduate,30378.77,642.81,0
26,male,general,75904.23,101-938,graduate,39912.48,596.6,1
22,non-binary,sc,57774.56,301-100,postgraduate,31850.41,580.6,0
58,female,obc,47625.47,202-909,graduate,17797.67,713.19,0
40,female,obc,63605.6,202-547,postgraduate,36399.78,687.44,1
46,female,general,69550.13,100-645,graduate,23886.51,,1
60,male,general,93287.7,102-504,graduate,25299.55,694.95,1
25,female,sc,63202.44,301-334,postgraduate,25961.92,612.33,1
62,male,obc,82811.23,202-159,graduate,33719.81,,0
51,female,obc,62357.33,202-949,postgraduate,40739.68,,0
49,male,general,80953.61,102-660,graduate,25219.79,620.52,1
39,male,general,98984.68,101-885,graduate,40581.36,,1
52,female,st,55062.71,400-361,postgraduate,26481.29,657.92,0
29,female,obc,46220.51,200-349,graduate,37619.51,700.08,0
34,male,general,92829.17,101-401,postgraduate,26785.9,744.13,1
63,female,st,53470.49,400-307,high_school,20568.19,741.28,0
33,male,obc,94934.17,201-547,high_school,42298.89,688.78,1
52,female,general,71453.66,100-941,graduate,19709.04,669.7,0
61,male,general,84903.4,102-887,graduate,19106.72,648.72,1
47,male,obc,101691.03,200-545,graduate,13695.64,582.76,1
34,male,general,102322.78,102-413,high_school,36405.41,678.94,0
58,male,obc,80855.89,200-649,graduate,38531.03,,0
57,male,obc,75002.24,200-650,graduate,28358.17,747.01,0
44,male,general,85925.88,101-714,high_school,16145.14,,1
26,male,st,61396.93,401-581,graduate,24938.99,721.09,1
40,male,general,97912.09,101-124,postgraduate,22276.43,653.46,1
39,female,general,83569.84,102-168,postgraduate,15725.78,,1
29,male,obc,110901.64,202-975,postgraduate,20599.98,713.26,1
38,female,obc,47749.22,202-770,high_school,29551.62,695.27,1
27,non-binary,obc,83515.26,200-952,graduate,19553.48,697.72,0
51,male,obc,92183.01,201-405,postgraduate,27625.6,674.84,1
40,female,st,20456.84,401-580,postgraduate,9013.1,723.42,0
53,male,sc,78846.44,300-389,graduate,40112.63,715.46,0
41,male,sc,77288.44,300-917,high_school,21477.3,560.27,1
52,female,general,83951.45,101-358,high_school,32832.24,665.84,0
53,female,general,54806.64,102-723,high_school,26698.17,735.81,1
28,female,obc,70882.9,200-257,high_school,28622.48,623.93,1
40,male,general,93500.76,100-194,graduate,14812.14,586.92,1
53,female,sc,35258.67,301-239,graduate,18154.97,672.37,0
47,male,general,87269.41,102-575,graduate,18359.32,708.64,1
30,male,general,116442.84,100-859,graduate,25228.13,,1
57,male,general,92572.81,100-998,graduate,36935.4,751.11,1
29,non-binary,general,89182.14,100-659,graduate,28899.29,781.4,1
64,male,general,106914.76,100-579,graduate,16896.94,574.12,1
52,female,obc,56724.31,202-807,high_school,25786.01,658.88,1
35,female,obc,45032.09,200-157,graduate,24274.3,554.5,0
29,female,general,50874.54,100-827,postgraduate,21842.21,,1
60,female,general,87323.34,101-781,high_school,24861.25,642.61,1
44,female,sc,57624.32,300-576,postgraduate,31873.41,653.83,0
56,male,general,70726.5,100-120,graduate,18520.66,743.15,1
57,male,obc,102675.45,202-281,postgraduate,21886.98,606.94,1
23,female,obc,37984.08,201-432,high_school,33839.09,593.12,1
51,male,obc,79434.26,201-946,high_school,29220.66,554.74,0
35,male,sc,84638.12,301-674,graduate,36512.01,749.88,1
60,male,obc,126285.87,202-558,graduate,37922.65,737.1,1
30,male,st,93424.02,400-539,postgraduate,12755.13,663.84,0
22,male,sc,76746.54,301-801,graduate,27594.68,609.86,0
50,male,general,95396.4,101-390,high_school,20428.39,725.88,1
45,female,general,79875.93,102-184,postgraduate,14211.53,831.51,1
45,male,general,114906.09,102-708,high_school,17897.26,667.04,1
32,non-binary,general,73033.05,102-395,high_school,22293.08,613.84,1
42,non-binary,obc,69439.36,201-392,postgraduate,22349.31,748.29,0
63,male,general,83379.32,100-508,high_school,19538.0,617.71,1
54,female,general,76312.22,102-318,postgraduate,24877.23,659.83,1
64,female,general,81363.61,100-928,graduate,47019.82,534.87,1
35,female,obc,35858.41,202-861,high_school,9473.03,,1
59,male,obc,85444.72,202-990,postgraduate,35234.59,609.69,1
37,male,st,65011.76,401-967,high_school,24834.63,749.24,0
62,male,general,97112.7,102-382,graduate,21059.09,626.31,1
59,female,general,49668.75,101-442,graduate,6836.11,722.89,0
28,non-binary,st,45018.03,401-727,high_school,31864.87,674.23,0
63,female,obc,78729.27,200-114,graduate,12031.29,686.9,0
47,female,obc,60681.68,201-993,postgraduate,32451.05,708.72,1
55,non-binary,obc,71661.31,202-109,postgraduate,40671.98,677.06,0
46,female,general,73043.59,101-577,graduate,13454.77,644.37,1
30,male,sc,97091.47,300-701,graduate,35515.25,635.34,0
64,female,obc,57139.7,201-921,high_school,25228.95,707.99,0
25,male,obc,85451.6,202-679,graduate,6152.16,,0
56,male,obc,85511.07,201-636,high_school,14156.65,772.3,1
30,male,general,110141.12,102-370,high_school,26604.04,687.25,1
55,female,general,66046.11,102-631,postgraduate,28610.65,661.44,0
39,male,sc,79424.62,300-773,graduate,10773.78,694.63,1
31,male,obc,96472.55,200-563,graduate,25285.35,647.31,1
31,male,general,120637.56,102-800,high_school,32412.0,670.21,1
35,male,general,96039.96,102-162,graduate,33987.18,617.76,1
60,male,st,78227.74,401-401,graduate,21284.48,700.63,0
54,female,general,94201.98,100-962,high_school,28946.22,,1
50,female,general,85617.22,100-390,graduate,34651.92,690.31,1
48,male,obc,107587.55,200-659,graduate,32672.1,761.57,0
39,male,sc,76490.39,301-567,high_school,33022.93,635.77,0
60,male,obc,82602.41,202-942,graduate,26021.56,672.91,0
33,male,sc,57821.84,301-246,graduate,24149.34,589.17,0
62,female,general,80508.84,100-369,graduate,27449.02,710.25,1
37,female,st,55077.96,401-875,high_school,18126.08,679.04,0
36,female,st,28787.57,400-698,high_school,35008.85,,0
41,male,obc,107825.87,200-588,high_school,11226.36,671.35,1
53,female,obc,58277.09,202-455,high_school,20461.21,648.2,1
52,male,general,92002.87,100-469,graduate,24673.81,817.28,1
54,male,obc,69818.43,202-940,postgraduate,29227.12,682.1,1
24,female,general,73890.78,101-703,graduate,30917.76,696.31,1
28,female,general,74024.78,101-935,high_school,38400.88,617.33,0
58,female,st,53328.17,401-973,high_school,25699.77,728.68,1
64,female,general,61144.67,102-591,graduate,18538.13,673.21,1
26,female,obc,99770.55,202-648,high_school,23694.67,704.52,0
60,female,general,50152.85,101-690,postgraduate,22125.42,729.63,1
32,male,general,84899.88,100-854,graduate,29679.4,674.29,1
64,male,general,104915.59,101-692,postgraduate,15397.01,642.77,1
64,male,general,80797.84,102-203,high_school,23421.13,,1
49,male,obc,75765.1,200-947,graduate,39603.96,658.71,1
29,male,st,97841.26,400-694,graduate,26618.67,642.47,0
55,male,obc,99472.68,201-882,high_school,15523.6,617.13,1
25,female,st,60777.93,401-481,graduate,21941.94,759.92,0
35,female,obc,65545.55,200-526,graduate,4903.15,734.05,1
49,female,obc,53309.85,201-719,high_school,24470.26,,1
23,male,general,91462.6,102-797,postgraduate,39829.13,,1
38,female,general,65892.95,101-170,graduate,14320.57,635.05,0
56,male,sc,95347.03,300-466,graduate,11895.58,700.17,0
25,male,obc,96962.0,202-792,high_school,19120.66,636.02,0
37,male,general,82010.19,102-992,postgraduate,33291.85,650.36,1
21,male,sc,94553.59,300-110,postgraduate,40341.74,732.97,0
49,male,general,71500.92,101-338,high_school,29033.91,725.06,0
24,female,sc,51014.09,301-517,graduate,13426.81,,0
33,female,general,51011.32,100-300,high_school,24799.98,668.06,0
44,female,st,42000.55,400-124,high_school,41104.83,599.94,1
30,male,general,121972.21,100-585,high_school,22201.89,730.67,1
31,female,general,46410.56,102-683,graduate,26264.25,730.99,1
57,female,obc,51531.28,200-474,graduate,27165.04,714.55,0
55,male,general,102145.62,102-432,postgraduate,11087.23,639.09,1
24,female,st,47419.96,401-986,high_school,33981.52,621.11,0
58,male,obc,93177.81,200-529,high_school,32683.86,709.48,1
41,male,general,115013.69,101-817,graduate,7058.14,,1
27,male,general,104164.79,102-358,postgraduate,13024.14,663.06,1
60,male,st,75438.45,400-846,graduate,16272.7,839.86,1
35,male,obc,89127.93,202-840,postgraduate,31735.14,797.09,1
35,male,sc,90928.48,301-340,high_school,18239.99,723.6,1
27,male,general,103889.86,101-689,high_school,28612.16,643.58,1
59,non-binary,st,63790.54,400-713,graduate,23364.03,640.27,0
33,male,obc,96048.53,201-497,high_school,25640.55,719.37,0
47,male,obc,96062.15,201-795,graduate,29463.42,762.33,1
31,male,general,93708.83,101-375,postgraduate,27451.01,651.86,0
60,female,general,58526.67,101-535,postgraduate,24829.25,654.88,1
55,female,st,64396.34,401-990,postgraduate,27943.72,684.82,0
43,female,st,58085.14,400-260,high_school,26952.75,603.61,0
36,male,general,65866.28,102-232,postgraduate,23113.0,605.29,1
